Fri Dec  5 18:10:01 UTC 2025 | CPU : 0.0% | MEM : 6.74613% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 19:28:29 UTC 2025 | CPU : 0.0% | MEM : 7.93576% | DISK : 1% | LATENCY : 16.0 msms
Fri Dec  5 19:28:29 UTC 2025 | CPU : 0.0% | MEM : 7.9326% | DISK : 1% | LATENCY : 16.1 msms
Fri Dec  5 19:28:35 UTC 2025 | CPU : 0.0% | MEM : 7.98656% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:28:35 UTC 2025 | CPU : 0.0% | MEM : 7.98656% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:28:35 UTC 2025 | CPU : 0.0% | MEM : 7.93948% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:28:40 UTC 2025 | CPU : 0.6% | MEM : 7.97782% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:28:40 UTC 2025 | CPU : 0.0% | MEM : 7.97782% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:28:40 UTC 2025 | CPU : 0.0% | MEM : 7.95435% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:28:45 UTC 2025 | CPU : 0.6% | MEM : 7.92687% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:28:45 UTC 2025 | CPU : 0.6% | MEM : 7.92687% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:28:45 UTC 2025 | CPU : 0.6% | MEM : 7.93003% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:28:50 UTC 2025 | CPU : 0.6% | MEM : 7.94888% | DISK : 1% | LATENCY : 20.6 msms
Fri Dec  5 19:28:50 UTC 2025 | CPU : 1.2% | MEM : 7.9429% | DISK : 1% | LATENCY : 24.6 msms
Fri Dec  5 19:28:50 UTC 2025 | CPU : 0.6% | MEM : 7.95521% | DISK : 1% | LATENCY : 18.5 msms
Fri Dec  5 19:28:56 UTC 2025 | CPU : 0.6% | MEM : 7.9333% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:28:56 UTC 2025 | CPU : 0.6% | MEM : 7.9333% | DISK : 1% | LATENCY : 15.9 msms
Fri Dec  5 19:28:56 UTC 2025 | CPU : 0.6% | MEM : 7.9333% | DISK : 1% | LATENCY : 16.0 msms
Fri Dec  5 19:29:01 UTC 2025 | CPU : 0.0% | MEM : 7.97134% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:29:01 UTC 2025 | CPU : 0.0% | MEM : 7.97134% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:29:01 UTC 2025 | CPU : 0.0% | MEM : 7.96229% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:29:06 UTC 2025 | CPU : 0.0% | MEM : 7.95496% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:29:06 UTC 2025 | CPU : 0.0% | MEM : 7.95033% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 19:29:06 UTC 2025 | CPU : 0.0% | MEM : 7.95179% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:29:12 UTC 2025 | CPU : 0.6% | MEM : 7.94822% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 19:29:12 UTC 2025 | CPU : 0.6% | MEM : 7.92948% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:29:12 UTC 2025 | CPU : 0.6% | MEM : 7.93873% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:29:17 UTC 2025 | CPU : 0.6% | MEM : 7.94953% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:29:17 UTC 2025 | CPU : 0.6% | MEM : 7.94953% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:29:17 UTC 2025 | CPU : 0.6% | MEM : 7.94953% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:29:22 UTC 2025 | CPU : 0.0% | MEM : 7.95727% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:29:22 UTC 2025 | CPU : 0.0% | MEM : 7.95727% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:29:22 UTC 2025 | CPU : 0.0% | MEM : 7.95094% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:29:28 UTC 2025 | CPU : 0.6% | MEM : 7.98832% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:29:28 UTC 2025 | CPU : 0.6% | MEM : 7.98832% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:29:28 UTC 2025 | CPU : 0.6% | MEM : 7.98279% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:29:33 UTC 2025 | CPU : 0.0% | MEM : 8.01108% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:29:33 UTC 2025 | CPU : 0.6% | MEM : 7.94601% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:29:33 UTC 2025 | CPU : 0.6% | MEM : 7.94601% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:29:38 UTC 2025 | CPU : 0.0% | MEM : 7.97958% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:29:38 UTC 2025 | CPU : 0.0% | MEM : 7.98586% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:29:38 UTC 2025 | CPU : 0.0% | MEM : 7.9836% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:29:43 UTC 2025 | CPU : 0.6% | MEM : 7.97194% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 19:29:43 UTC 2025 | CPU : 0.0% | MEM : 7.96948% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 19:29:43 UTC 2025 | CPU : 0.0% | MEM : 7.97511% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:29:49 UTC 2025 | CPU : 0.0% | MEM : 7.95712% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:29:49 UTC 2025 | CPU : 0.0% | MEM : 7.96978% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:29:49 UTC 2025 | CPU : 0.0% | MEM : 7.9935% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:29:54 UTC 2025 | CPU : 0.0% | MEM : 7.98953% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:29:54 UTC 2025 | CPU : 0.0% | MEM : 7.9223% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:29:54 UTC 2025 | CPU : 0.0% | MEM : 7.91913% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:29:59 UTC 2025 | CPU : 0.0% | MEM : 7.94853% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:29:59 UTC 2025 | CPU : 0.0% | MEM : 7.94853% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:29:59 UTC 2025 | CPU : 0.0% | MEM : 7.94853% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:30:05 UTC 2025 | CPU : 0.0% | MEM : 7.95697% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:30:05 UTC 2025 | CPU : 0.6% | MEM : 7.96013% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 19:30:05 UTC 2025 | CPU : 0.0% | MEM : 7.95697% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:30:10 UTC 2025 | CPU : 0.6% | MEM : 7.92506% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:30:10 UTC 2025 | CPU : 0.6% | MEM : 7.92818% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:30:10 UTC 2025 | CPU : 0.0% | MEM : 7.93134% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:30:15 UTC 2025 | CPU : 1.2% | MEM : 7.99395% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:30:15 UTC 2025 | CPU : 0.6% | MEM : 7.96234% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:30:15 UTC 2025 | CPU : 0.6% | MEM : 7.99395% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:30:20 UTC 2025 | CPU : 0.0% | MEM : 7.92612% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:30:20 UTC 2025 | CPU : 0.0% | MEM : 7.92612% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:30:20 UTC 2025 | CPU : 0.0% | MEM : 7.93245% | DISK : 1% | LATENCY : 16.2 msms
Fri Dec  5 19:30:26 UTC 2025 | CPU : 0.0% | MEM : 7.92094% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:30:26 UTC 2025 | CPU : 0.0% | MEM : 7.92411% | DISK : 1% | LATENCY : 16.2 msms
Fri Dec  5 19:30:26 UTC 2025 | CPU : 0.0% | MEM : 7.92727% | DISK : 1% | LATENCY : 16.0 msms
Fri Dec  5 19:30:31 UTC 2025 | CPU : 0.0% | MEM : 7.9539% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:30:31 UTC 2025 | CPU : 0.0% | MEM : 7.96636% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:30:31 UTC 2025 | CPU : 0.0% | MEM : 7.96953% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:30:36 UTC 2025 | CPU : 0.6% | MEM : 7.91456% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:30:36 UTC 2025 | CPU : 0.6% | MEM : 7.91139% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:30:36 UTC 2025 | CPU : 0.0% | MEM : 7.91139% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:30:42 UTC 2025 | CPU : 0.0% | MEM : 7.92099% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 19:30:42 UTC 2025 | CPU : 0.0% | MEM : 7.92416% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:30:42 UTC 2025 | CPU : 0.0% | MEM : 7.92732% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:30:47 UTC 2025 | CPU : 0.0% | MEM : 7.99948% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:30:47 UTC 2025 | CPU : 0.0% | MEM : 7.99948% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 19:30:47 UTC 2025 | CPU : 0.6% | MEM : 7.98933% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 19:30:52 UTC 2025 | CPU : 0.0% | MEM : 7.96697% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:30:52 UTC 2025 | CPU : 0.6% | MEM : 7.97646% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:30:52 UTC 2025 | CPU : 0.0% | MEM : 7.97013% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:30:57 UTC 2025 | CPU : 0.0% | MEM : 7.96048% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:30:57 UTC 2025 | CPU : 0.0% | MEM : 7.96048% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:30:57 UTC 2025 | CPU : 0.0% | MEM : 7.96048% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:31:03 UTC 2025 | CPU : 0.0% | MEM : 7.95641% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:31:03 UTC 2025 | CPU : 0.0% | MEM : 7.95325% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:31:03 UTC 2025 | CPU : 0.0% | MEM : 7.96591% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:31:08 UTC 2025 | CPU : 0.0% | MEM : 7.91401% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:31:08 UTC 2025 | CPU : 0.0% | MEM : 7.91486% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:31:08 UTC 2025 | CPU : 0.0% | MEM : 7.92034% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:31:13 UTC 2025 | CPU : 0.0% | MEM : 7.9526% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:31:13 UTC 2025 | CPU : 0.0% | MEM : 7.9526% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:31:13 UTC 2025 | CPU : 0.0% | MEM : 7.94626% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:31:19 UTC 2025 | CPU : 0.0% | MEM : 7.96435% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:31:19 UTC 2025 | CPU : 0.0% | MEM : 7.95802% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:31:19 UTC 2025 | CPU : 0.0% | MEM : 7.96435% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:31:24 UTC 2025 | CPU : 0.0% | MEM : 7.9729% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 19:31:24 UTC 2025 | CPU : 0.0% | MEM : 7.95003% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:31:24 UTC 2025 | CPU : 0.0% | MEM : 7.95631% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:31:29 UTC 2025 | CPU : 0.0% | MEM : 7.97164% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:31:29 UTC 2025 | CPU : 0.6% | MEM : 7.94189% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:31:29 UTC 2025 | CPU : 0.6% | MEM : 7.95139% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 19:31:34 UTC 2025 | CPU : 0.0% | MEM : 7.90953% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:31:35 UTC 2025 | CPU : 0.0% | MEM : 7.90953% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:31:35 UTC 2025 | CPU : 0.0% | MEM : 7.90667% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:31:40 UTC 2025 | CPU : 0.0% | MEM : 7.9427% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:31:40 UTC 2025 | CPU : 0.0% | MEM : 7.98601% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:31:40 UTC 2025 | CPU : 0.0% | MEM : 7.94586% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:31:45 UTC 2025 | CPU : 0.0% | MEM : 7.94702% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:31:45 UTC 2025 | CPU : 0.0% | MEM : 7.95335% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:31:45 UTC 2025 | CPU : 0.0% | MEM : 7.95335% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:31:50 UTC 2025 | CPU : 0.0% | MEM : 7.96646% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:31:50 UTC 2025 | CPU : 0.0% | MEM : 7.96646% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:31:50 UTC 2025 | CPU : 0.0% | MEM : 7.96646% | DISK : 1% | LATENCY : 21.2 msms
Fri Dec  5 19:31:56 UTC 2025 | CPU : 0.0% | MEM : 7.97968% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 19:31:56 UTC 2025 | CPU : 0.0% | MEM : 7.98284% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:31:56 UTC 2025 | CPU : 0.0% | MEM : 7.98636% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:32:01 UTC 2025 | CPU : 0.0% | MEM : 7.91582% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:32:01 UTC 2025 | CPU : 0.0% | MEM : 7.91898% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:32:01 UTC 2025 | CPU : 0.0% | MEM : 7.91582% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:32:06 UTC 2025 | CPU : 0.0% | MEM : 7.94285% | DISK : 1% | LATENCY : 17.5 msms
Fri Dec  5 19:32:06 UTC 2025 | CPU : 0.0% | MEM : 7.94285% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:32:06 UTC 2025 | CPU : 0.0% | MEM : 7.93787% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:32:12 UTC 2025 | CPU : 0.0% | MEM : 7.99199% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:32:12 UTC 2025 | CPU : 0.0% | MEM : 7.99199% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:32:12 UTC 2025 | CPU : 0.0% | MEM : 7.95491% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:32:17 UTC 2025 | CPU : 0.6% | MEM : 7.96546% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 19:32:17 UTC 2025 | CPU : 0.6% | MEM : 7.96229% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:32:17 UTC 2025 | CPU : 0.6% | MEM : 7.96546% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:32:22 UTC 2025 | CPU : 0.0% | MEM : 7.97832% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:32:22 UTC 2025 | CPU : 0.0% | MEM : 7.98465% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:32:22 UTC 2025 | CPU : 0.0% | MEM : 7.98465% | DISK : 1% | LATENCY : 18.9 msms
Fri Dec  5 19:32:27 UTC 2025 | CPU : 0.6% | MEM : 7.9237% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:32:27 UTC 2025 | CPU : 0.6% | MEM : 7.9237% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:32:27 UTC 2025 | CPU : 0.0% | MEM : 7.93003% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 19:32:33 UTC 2025 | CPU : 0.0% | MEM : 7.94757% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:32:33 UTC 2025 | CPU : 0.0% | MEM : 7.95074% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:32:33 UTC 2025 | CPU : 0.0% | MEM : 7.94757% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:32:38 UTC 2025 | CPU : 0.0% | MEM : 7.9538% | DISK : 1% | LATENCY : 16.1 msms
Fri Dec  5 19:32:38 UTC 2025 | CPU : 0.0% | MEM : 7.94134% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:32:38 UTC 2025 | CPU : 0.0% | MEM : 7.9538% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:32:43 UTC 2025 | CPU : 0.0% | MEM : 8.00566% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:32:43 UTC 2025 | CPU : 0.0% | MEM : 7.96707% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:32:43 UTC 2025 | CPU : 0.0% | MEM : 7.96872% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:32:49 UTC 2025 | CPU : 0.0% | MEM : 7.9527% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:32:49 UTC 2025 | CPU : 0.0% | MEM : 7.95586% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:32:49 UTC 2025 | CPU : 0.0% | MEM : 7.95586% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:32:54 UTC 2025 | CPU : 0.0% | MEM : 7.9739% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:32:54 UTC 2025 | CPU : 0.0% | MEM : 7.95807% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:32:54 UTC 2025 | CPU : 0.0% | MEM : 7.95807% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:32:59 UTC 2025 | CPU : 0.0% | MEM : 8.01812% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:32:59 UTC 2025 | CPU : 0.0% | MEM : 8.01495% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 19:32:59 UTC 2025 | CPU : 0.0% | MEM : 7.99319% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:33:04 UTC 2025 | CPU : 0.0% | MEM : 7.94832% | DISK : 1% | LATENCY : 16.1 msms
Fri Dec  5 19:33:04 UTC 2025 | CPU : 0.0% | MEM : 7.95667% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:33:04 UTC 2025 | CPU : 0.0% | MEM : 7.963% | DISK : 1% | LATENCY : 17.9 msms
Fri Dec  5 19:33:10 UTC 2025 | CPU : 0.0% | MEM : 7.97566% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:33:10 UTC 2025 | CPU : 0.0% | MEM : 7.97259% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:33:10 UTC 2025 | CPU : 0.0% | MEM : 7.96938% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:33:15 UTC 2025 | CPU : 0.6% | MEM : 7.97606% | DISK : 1% | LATENCY : 17.4 msms
Fri Dec  5 19:33:15 UTC 2025 | CPU : 0.0% | MEM : 7.9441% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:33:15 UTC 2025 | CPU : 0.0% | MEM : 7.9536% | DISK : 1% | LATENCY : 16.1 msms
Fri Dec  5 19:33:20 UTC 2025 | CPU : 0.0% | MEM : 7.95978% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:33:20 UTC 2025 | CPU : 0.0% | MEM : 7.96295% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:33:20 UTC 2025 | CPU : 0.0% | MEM : 7.95662% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:33:26 UTC 2025 | CPU : 0.0% | MEM : 7.9835% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:33:26 UTC 2025 | CPU : 0.0% | MEM : 7.96229% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:33:26 UTC 2025 | CPU : 0.0% | MEM : 7.98033% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:33:31 UTC 2025 | CPU : 0.0% | MEM : 7.41767% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:33:31 UTC 2025 | CPU : 0.0% | MEM : 7.42084% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:33:31 UTC 2025 | CPU : 0.0% | MEM : 7.42084% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:33:36 UTC 2025 | CPU : 0.6% | MEM : 7.44033% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:33:36 UTC 2025 | CPU : 0.0% | MEM : 7.44033% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:33:36 UTC 2025 | CPU : 0.0% | MEM : 7.4435% | DISK : 1% | LATENCY : 16.0 msms
Fri Dec  5 19:33:42 UTC 2025 | CPU : 0.6% | MEM : 7.40195% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:33:42 UTC 2025 | CPU : 0.6% | MEM : 7.40511% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:33:42 UTC 2025 | CPU : 0.6% | MEM : 7.41461% | DISK : 1% | LATENCY : 16.2 msms
Fri Dec  5 19:33:47 UTC 2025 | CPU : 0.0% | MEM : 7.43069% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:33:47 UTC 2025 | CPU : 0.0% | MEM : 7.43732% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:33:47 UTC 2025 | CPU : 0.0% | MEM : 7.4436% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:33:52 UTC 2025 | CPU : 0.0% | MEM : 7.50485% | DISK : 1% | LATENCY : 17.6 msms
Fri Dec  5 19:33:52 UTC 2025 | CPU : 0.6% | MEM : 7.5143% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:33:52 UTC 2025 | CPU : 0.6% | MEM : 7.5143% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:33:57 UTC 2025 | CPU : 0.6% | MEM : 7.48706% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:33:57 UTC 2025 | CPU : 0.0% | MEM : 7.49349% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:33:57 UTC 2025 | CPU : 0.6% | MEM : 7.48716% | DISK : 1% | LATENCY : 16.3 msms
Fri Dec  5 19:34:03 UTC 2025 | CPU : 0.6% | MEM : 7.55786% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:34:03 UTC 2025 | CPU : 0.6% | MEM : 7.48214% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:34:03 UTC 2025 | CPU : 0.6% | MEM : 7.48847% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:34:08 UTC 2025 | CPU : 0.0% | MEM : 7.47325% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:34:08 UTC 2025 | CPU : 0.6% | MEM : 7.47807% | DISK : 1% | LATENCY : 16.5 msms
Fri Dec  5 19:34:08 UTC 2025 | CPU : 0.0% | MEM : 7.47325% | DISK : 1% | LATENCY : 18.7 msms
Fri Dec  5 19:34:13 UTC 2025 | CPU : 0.0% | MEM : 7.40602% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:34:13 UTC 2025 | CPU : 0.0% | MEM : 7.40285% | DISK : 1% | LATENCY : 17.0 msms
Fri Dec  5 19:34:13 UTC 2025 | CPU : 0.0% | MEM : 7.40591% | DISK : 1% | LATENCY : 16.6 msms
Fri Dec  5 19:34:19 UTC 2025 | CPU : 0.0% | MEM : 7.43013% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:34:19 UTC 2025 | CPU : 0.0% | MEM : 7.43013% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:34:19 UTC 2025 | CPU : 0.0% | MEM : 7.42209% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:34:24 UTC 2025 | CPU : 0.6% | MEM : 7.4126% | DISK : 1% | LATENCY : 17.2 msms
Fri Dec  5 19:34:24 UTC 2025 | CPU : 0.0% | MEM : 7.4121% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:34:24 UTC 2025 | CPU : 0.0% | MEM : 7.4126% | DISK : 1% | LATENCY : 17.8 msms
Fri Dec  5 19:34:29 UTC 2025 | CPU : 0.6% | MEM : 7.42873% | DISK : 1% | LATENCY : 17.3 msms
Fri Dec  5 19:34:29 UTC 2025 | CPU : 0.6% | MEM : 7.43405% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:34:29 UTC 2025 | CPU : 0.6% | MEM : 7.43405% | DISK : 1% | LATENCY : 16.4 msms
Fri Dec  5 19:34:35 UTC 2025 | CPU : 0.0% | MEM : 7.45717% | DISK : 1% | LATENCY : 17.1 msms
Fri Dec  5 19:34:35 UTC 2025 | CPU : 0.6% | MEM : 7.454% | DISK : 1% | LATENCY : 16.8 msms
Fri Dec  5 19:34:35 UTC 2025 | CPU : 0.0% | MEM : 7.45084% | DISK : 1% | LATENCY : 16.9 msms
Fri Dec  5 19:34:40 UTC 2025 | CPU : 0.0% | MEM : 7.47164% | DISK : 1% | LATENCY : 16.7 msms
Fri Dec  5 19:34:40 UTC 2025 | CPU : 0.0% | MEM : 7.4339% | DISK : 1% | LATENCY : 17.0 msms
